"Country or Area","Commodity - Transaction","Year","Unit","Quantity","Quantity Footnotes"
"United Kingdom","From combustible fuels – Autoproducer – Electricity plants","2017","Kilowatt-hours, million","14890.584",""
"United Kingdom","From combustible fuels – Autoproducer – Electricity plants","2016","Kilowatt-hours, million","14101",""
"United Kingdom","From combustible fuels – Autoproducer – Electricity plants","2015","Kilowatt-hours, million","13766",""
"United Kingdom","From combustible fuels – Autoproducer – Electricity plants","2014","Kilowatt-hours, million","11834",""
"United Kingdom","From combustible fuels – Autoproducer – Electricity plants","2013","Kilowatt-hours, million","11225",""
"United Kingdom","From combustible fuels – Autoproducer – Electricity plants","2012","Kilowatt-hours, million","13624",""
"United Kingdom","From combustible fuels – Autoproducer – Electricity plants","2011","Kilowatt-hours, million","13960",""
"United Kingdom","From combustible fuels – Autoproducer – Electricity plants","2010","Kilowatt-hours, million","12675",""
"United Kingdom","From combustible fuels – Autoproducer – Electricity plants","2009","Kilowatt-hours, million","13286",""
"United Kingdom","From combustible fuels – Autoproducer – Electricity plants","2008","Kilowatt-hours, million","13276",""
"United Kingdom","From combustible fuels – Autoproducer – Electricity plants","2007","Kilowatt-hours, million","14712",""
"United Kingdom","From combustible fuels – Autoproducer – Electricity plants","2006","Kilowatt-hours, million","13547",""
"United Kingdom","From combustible fuels – Autoproducer – Electricity plants","2005","Kilowatt-hours, million","14179",""
"United Kingdom","From combustible fuels – Autoproducer – Electricity plants","2004","Kilowatt-hours, million","13619",""
"United Kingdom","From combustible fuels – Autoproducer – Electricity plants","2003","Kilowatt-hours, million","13392",""
"United Kingdom","From combustible fuels – Autoproducer – Electricity plants","2002","Kilowatt-hours, million","10886",""
"United Kingdom","From combustible fuels – Autoproducer – Electricity plants","2001","Kilowatt-hours, million","10961",""
"United Kingdom","From combustible fuels – Autoproducer – Electricity plants","2000","Kilowatt-hours, million","10927",""
"United Kingdom","From combustible fuels – Autoproducer – Electricity plants","1999","Kilowatt-hours, million","10913",""
"United Kingdom","From combustible fuels – Autoproducer – Electricity plants","1998","Kilowatt-hours, million","9857",""
"United Kingdom","From combustible fuels – Autoproducer – Electricity plants","1997","Kilowatt-hours, million","9574",""
"United Kingdom","From combustible fuels – Autoproducer – Electricity plants","1996","Kilowatt-hours, million","8630",""
"United Kingdom","From combustible fuels – Autoproducer – Electricity plants","1995","Kilowatt-hours, million","4477",""
"United Kingdom","From combustible fuels – Autoproducer – Electricity plants","1994","Kilowatt-hours, million","5218",""
"United Kingdom","From combustible fuels – Autoproducer – Electricity plants","1993","Kilowatt-hours, million","4393",""
"United Kingdom","From combustible fuels – Autoproducer – Electricity plants","1992","Kilowatt-hours, million","3952",""
"United Kingdom","From combustible fuels – Autoproducer – Electricity plants","1991","Kilowatt-hours, million","5316",""
"United Kingdom","From combustible fuels – Autoproducer – Electricity plants","1990","Kilowatt-hours, million","6132",""
"United Kingdom","Hydro – Autoproducer","2021","Kilowatt-hours, million","1779.909",""
"United Kingdom","Hydro – Autoproducer","2020","Kilowatt-hours, million","1867.146",""
"United Kingdom","Hydro – Autoproducer","2019","Kilowatt-hours, million","1743.087",""
"United Kingdom","Hydro – Autoproducer","2018","Kilowatt-hours, million","1643.143",""
"United Kingdom","Hydro – Autoproducer","2017","Kilowatt-hours, million","1703.308",""
"United Kingdom","Hydro – Autoproducer","2016","Kilowatt-hours, million","1419",""
"United Kingdom","Hydro – Autoproducer","2015","Kilowatt-hours, million","1391",""
"United Kingdom","Hydro – Autoproducer","2014","Kilowatt-hours, million","1253",""
"United Kingdom","Hydro – Autoproducer","2013","Kilowatt-hours, million","1092",""
"United Kingdom","Hydro – Autoproducer","2012","Kilowatt-hours, million","1140",""
"United Kingdom","Hydro – Autoproducer","2011","Kilowatt-hours, million","1098",""
"United Kingdom","Hydro – Autoproducer","2010","Kilowatt-hours, million","888",""
"United Kingdom","Hydro – Autoproducer","2009","Kilowatt-hours, million","934",""
"United Kingdom","Hydro – Autoproducer","2008","Kilowatt-hours, million","917",""
"United Kingdom","Hydro – Autoproducer","2007","Kilowatt-hours, million","933",""
"United Kingdom","Hydro – Autoproducer","2006","Kilowatt-hours, million","900",""
"United Kingdom","Hydro – Autoproducer","2005","Kilowatt-hours, million","1096",""
"United Kingdom","Hydro – Autoproducer","2004","Kilowatt-hours, million","936",""
"United Kingdom","Hydro – Autoproducer","2003","Kilowatt-hours, million","660",""
"United Kingdom","Hydro – Autoproducer","2002","Kilowatt-hours, million","860",""
"United Kingdom","Hydro – Autoproducer","2001","Kilowatt-hours, million","840",""
"United Kingdom","Hydro – Autoproducer","2000","Kilowatt-hours, million","755",""
"United Kingdom","Hydro – Autoproducer","1999","Kilowatt-hours, million","905",""
"United Kingdom","Hydro – Autoproducer","1998","Kilowatt-hours, million","881",""
"United Kingdom","Hydro – Autoproducer","1997","Kilowatt-hours, million","832",""
"United Kingdom","Hydro – Autoproducer","1996","Kilowatt-hours, million","592",""
"United Kingdom","Hydro – Autoproducer","1995","Kilowatt-hours, million","742",""
"United Kingdom","Hydro – Autoproducer","1994","Kilowatt-hours, million","777",""
"United Kingdom","Hydro – Autoproducer","1993","Kilowatt-hours, million","780",""
"United Kingdom","Hydro – Autoproducer","1992","Kilowatt-hours, million","840",""
"United Kingdom","Hydro – Autoproducer","1991","Kilowatt-hours, million","847",""
"United Kingdom","Hydro – Autoproducer","1990","Kilowatt-hours, million","814",""
"United Kingdom","Nuclear – Autoproducer","1995","Kilowatt-hours, million","3666",""
"United Kingdom","Nuclear – Autoproducer","1994","Kilowatt-hours, million","4338",""
"United Kingdom","Nuclear – Autoproducer","1993","Kilowatt-hours, million","4920",""
"United Kingdom","Nuclear – Autoproducer","1992","Kilowatt-hours, million","3538",""
"United Kingdom","Nuclear – Autoproducer","1991","Kilowatt-hours, million","4214",""
"United Kingdom","Nuclear – Autoproducer","1990","Kilowatt-hours, million","4441",""
"United Kingdom","Nuclear – Autoproducer – Electricity plants","1995","Kilowatt-hours, million","3666",""
"United Kingdom","Nuclear – Autoproducer – Electricity plants","1994","Kilowatt-hours, million","4338",""
"United Kingdom","Nuclear – Autoproducer – Electricity plants","1993","Kilowatt-hours, million","4920",""
"United Kingdom","Nuclear – Autoproducer – Electricity plants","1992","Kilowatt-hours, million","3538",""
"United Kingdom","Nuclear – Autoproducer – Electricity plants","1991","Kilowatt-hours, million","4214",""
"United Kingdom","Nuclear – Autoproducer – Electricity plants","1990","Kilowatt-hours, million","4441",""
"United Kingdom","Solar – Autoproducer","2021","Kilowatt-hours, million","7884.204",""
"United Kingdom","Solar – Autoproducer","2020","Kilowatt-hours, million","8610.874",""
"United Kingdom","Solar – Autoproducer","2019","Kilowatt-hours, million","8557.774",""
"United Kingdom","Solar – Autoproducer","2018","Kilowatt-hours, million","9138.301",""
"United Kingdom","Solar – Autoproducer","2017","Kilowatt-hours, million","8479.485",""
"United Kingdom","Solar – Autoproducer","2016","Kilowatt-hours, million","8360",""
"United Kingdom","Solar – Autoproducer","2015","Kilowatt-hours, million","6128",""
"United Kingdom","Solar – Autoproducer","2014","Kilowatt-hours, million","4054",""
"United Kingdom","Solar – Autoproducer","2013","Kilowatt-hours, million","2010",""
"United Kingdom","Solar – Autoproducer","2012","Kilowatt-hours, million","1354",""
"United Kingdom","Solar – Autoproducer","2011","Kilowatt-hours, million","244",""
"United Kingdom","Solar – Autoproducer","2010","Kilowatt-hours, million","40",""
"United Kingdom","Solar – Autoproducer","2009","Kilowatt-hours, million","20",""
"United Kingdom","Solar – Autoproducer","2008","Kilowatt-hours, million","17",""
"United Kingdom","Solar – Autoproducer","2007","Kilowatt-hours, million","14",""
"United Kingdom","Solar – Autoproducer","2006","Kilowatt-hours, million","11",""
"United Kingdom","Solar – Autoproducer","2005","Kilowatt-hours, million","8",""
"United Kingdom","Solar – Autoproducer","2004","Kilowatt-hours, million","4",""
"United Kingdom","Solar – Autoproducer","2003","Kilowatt-hours, million","3",""
"United Kingdom","Solar – Autoproducer","2002","Kilowatt-hours, million","3",""
"United Kingdom","Solar – Autoproducer","2001","Kilowatt-hours, million","2",""
"United Kingdom","Solar – Autoproducer","2000","Kilowatt-hours, million","1",""
"United Kingdom","Solar – Autoproducer","1999","Kilowatt-hours, million","1",""
"United Kingdom","Solar photovoltaic – Autoproducer","2021","Kilowatt-hours, million","7884.204",""
"United Kingdom","Solar photovoltaic – Autoproducer","2020","Kilowatt-hours, million","8610.874",""
"United Kingdom","Solar photovoltaic – Autoproducer","2019","Kilowatt-hours, million","8557.774",""
"United Kingdom","Solar photovoltaic – Autoproducer","2018","Kilowatt-hours, million","9138.301",""
"United Kingdom","Solar photovoltaic – Autoproducer","2017","Kilowatt-hours, million","8479.485",""
"United Kingdom","Solar photovoltaic – Autoproducer","2016","Kilowatt-hours, million","8360",""
"United Kingdom","Solar photovoltaic – Autoproducer","2015","Kilowatt-hours, million","6128",""
"United Kingdom","Solar photovoltaic – Autoproducer","2014","Kilowatt-hours, million","4054",""
"United Kingdom","Solar photovoltaic – Autoproducer","2013","Kilowatt-hours, million","2010",""
"United Kingdom","Solar photovoltaic – Autoproducer","2012","Kilowatt-hours, million","1354",""
"United Kingdom","Solar photovoltaic – Autoproducer","2011","Kilowatt-hours, million","244",""
"United Kingdom","Solar photovoltaic – Autoproducer","2010","Kilowatt-hours, million","40",""
"United Kingdom","Solar photovoltaic – Autoproducer","2009","Kilowatt-hours, million","20",""
"United Kingdom","Solar photovoltaic – Autoproducer","2008","Kilowatt-hours, million","17",""
"United Kingdom","Solar photovoltaic – Autoproducer","2007","Kilowatt-hours, million","14",""
"United Kingdom","Solar photovoltaic – Autoproducer","2006","Kilowatt-hours, million","11",""
"United Kingdom","Solar photovoltaic – Autoproducer","2005","Kilowatt-hours, million","8",""
"United Kingdom","Solar photovoltaic – Autoproducer","2004","Kilowatt-hours, million","4",""
"United Kingdom","Solar photovoltaic – Autoproducer","2003","Kilowatt-hours, million","3",""
"United Kingdom","Solar photovoltaic – Autoproducer","2002","Kilowatt-hours, million","3",""
"United Kingdom","Solar photovoltaic – Autoproducer","2001","Kilowatt-hours, million","2",""
"United Kingdom","Solar photovoltaic – Autoproducer","2000","Kilowatt-hours, million","1",""
